code	text
17938	Written applications for authority to prescribe should be forwarded to: Department of Human ServicesComplex Programs Reply Paid 9826 HOBART TAS 7001
17939	No increase in the maximum quantity may be authorised for the 15 mg and 20 mg dose strengths.
17940	The authority application must be made in writing and must include: (1) A completed authority prescription form; and(2) A completed Myelofibrosis Authority Application Supporting Information Form, which includes all of the following:a) A copy of the bone marrow biopsy report confirming diagnosis of myelofibrosis;b) A classification of risk of myelofibrosis according to either the IPSS, DIPSS, or the Age-Adjusted DIPSS; and c) A confirmation that the patient's disease related symptoms are resistant, refractory or intolerant to available therapy. 
17951	PBS subsidised dual oral therapy does not include concomitant use of a combination of: a gliptin, a glitazone or an SGLT2 inhibitor. 
17975	Pharmaceutical benefits that have the form rizatriptan wafer 10 mg (as benzoate) and pharmaceutical benefits that have the form rizatriptan tablet (orally disintegrating) 10 mg (as benzoate) are equivalent for the purposes of substitution.
18024	Pharmaceutical benefits that have the form zoledronic acid injection 5 mg/100 mL vial and pharmaceutical benefits that have the form zoledronic acid injection 5 mg/100 mL bag are equivalent for the purposes of substitution.
18110	Citrulline is not indicated for the treatment of arginase deficiency and other inborn errors of protein metabolism
18195	Pharmaceutical benefits that have the form flucloxacillin 1 g injection in a pack size of 5 can be substituted for a pack size of 10 in the case of a shortage.
18204	A patient's median life expectancy is determined by the severity of their underlying disease. 
18205	 Patients with underlying myelodysplastic syndrome are considered to have a median life expectancy exceeding five years if they are classified as:- low risk according to the International Prognostic Scoring System (IPSS); or- very low and low risk according to the Revised International Prognostic Scoring System (IPSS-R); or - very low and low risk according to the WHO classification based Prognostic Scoring System (WPSS). 
18206	Patients with underlying myelofibrosis have a median life expectancy exceeding five years if they are classified as:  - low or intermediate risk according to the International Prognostic Scoring System (IPSS); or - low or intermediate-1 risk according to Dynamic International Prognostic Scoring System (DIPSS). 
18269	 For patients who have received continuing treatment with PBS-subsidised eculizumab prior to 1 January 2016, this restriction is limited to 28 weeks of therapy.
18444	A moderate risk of developing breast cancer is if the lifetime breast cancer risk is 1.5 to 3 times the population average. A high risk of developing breast cancer is if the lifetime breast cancer risk is more than 3 times the population average.
18495	Not for use in superficial mycoses
18515	A proportion of patients respond to 150 mg 4-weekly so where a substantial improvement has been obtained with a 300 mg dose it is reasonable to back-titrate dose after initial treatment.
18599	Where both eyes are affected by the condition, a quantity of 2 units can be requested on the same authority prescription form.
18602	Where authority approval for treatment for both eyes simultaneously is being sought, a maximum quantity of 2 vials may be requested.
18668	Pharmaceutical benefits that have the form pack containing 14 tablets (enteric coated) containing esomeprazole 20 mg (as magnesium trihydrate), 14 tablets clarithromycin 500 mg and 28 capsules amoxicillin 500 mg (as trihydrate) and pack containing 14 tablets (enteric coated) containing esomeprazole 20 mg (as magnesium), 14 tablets clarithromycin 500 mg and 28 capsules amoxicillin 500 mg (as trihydrate) are equivalent for the purposes of substitution.
18707	Pharmaceutical benefits that have the form ranitidine tablet 150 mg (as hydrochloride) and pharmaceutical benefits that have the form ranitidine tablet, effervescent, 150 mg (as hydrochloride) are equivalent for the purposes of substitution.
18789	The cobicistat component of the darunavir + cobicistat combination product provides the necessary pharmacokinetic enhancement of darunavir to achieve therapeutic levels of darunavir.
18790	The cobicistat component of the darunavir + cobicistat combination product provides the necessary pharmacokinetic enhancement of darunavir to achieve therapeutic levels of darunavir.
18948	Pharmaceutical benefits that have the form paracetamol 665 mg tablet: modified release, 96 and pharmaceutical benefits that have the form paracetamol 665 mg tablet: modified release, 192 are equivalent for the purposes of substitution.
18949	Pharmaceutical benefits that have the forms morphine sulfate 10 mg/mL injection and morphine hydrochloride 10 mg/mL injection are equivalent for the purposes of substitution.
19001	Anti-resorptive agents in established osteoporosis include alendronate sodium, risedronate sodium, denosumab, raloxifene hydrochloride and zoledronic acid.
19002	Anti-resorptive agents in osteoporosis include alendronate sodium, risedronate sodium, denosumab, raloxifene hydrochloride and zoledronic acid.
19004	This pharmaceutical benefit is not PBS-subsidised for primary prevention of breast cancer.
19191	Pharmaceutical benefits that have the form imatinib tablet 100 mg and imatinib capsule 100 mg are equivalent for the purposes of substitution.
19258	Pharmaceutical benefits that have the form imatinib tablet 400 mg and imatinib capsule 400 mg are equivalent for the purposes of substitution.
19273	Allogeneic stem cell transplantation is the preferred therapy for eligible patients achieving a complete remission of Philadelphia positive acute lymphoblastic leukaemia.
19282	Any queries concerning the arrangements to prescribe this drug beyond 24 months may be directed to the Department of Human Services on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday).
19403	Patient dosage is to be determined as per the dose transition table in the Product Information based on the maintenance dose of paliperidone once monthly injection.
19498	Any queries concerning the arrangements to prescribe may be directed to the Department of Human Services on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday).Prescribing information (including Authority Application forms and other relevant documentation as applicable) is available on the Department of Human Services website at www.humanservices.gov.auApplications for authority to prescribe should be forwarded to:Department of Human ServicesComplex Drugs ProgramsReply Paid 9826HOBART TAS 7001
19517	At the time of the authority application, medical practitioners should request sufficient quantity for up to 16 weeks of treatment under this restriction.
19604	Authority approval for sufficient therapy to complete a maximum of 24 weeks of treatment may be requested by telephone by contacting the Department of Human Services on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday).
19605	Authority approval for sufficient therapy to complete a maximum of 16 weeks of treatment may be requested by telephone by contacting the Department of Human Services on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday).
19606	Authority approval for sufficient therapy to complete the balance of supply may be requested by telephone by contacting the Department of Human Services on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday).
19783	This drug is not subsidised in a child aged 2 to 5 years for use in combination with other preventer medications. PBS subsidy for this drug will therefore cease for a child aged 2 to 5 years who requires a preventer medication in addition to this drug.
19803	Eculizumab is not PBS subsidised to treat TMA caused by conditions other than aHUS, such as TMA occurring in the setting of, but not limited to:a) Active malignancy;b) Active HIV infection;c) Hematopoietic stem cell transplants;d) Various drugs including quinine, high-dose calcineurin inhibitors, antiplatelet agents;e) Certain chemotherapy drugs or immunosuppressant drugs associated with microangiopathic haemolytic anaemia/TMA;f) Active autoimmune diseases;In cases where alternative causes of TMA have not been adequately excluded, additional information may be required from the prescriber to clarify the diagnosis before approval of the application.
19804	The Authority application should be accompanied by a cover letter from the prescriber, providing complete details on:a) Presenting clinical features, including history, acute treatment and medications;b) Results of testing for genetic mutations (if available);c) Family history of aHUS, especially in first-degree relatives;d) Patient's prior history of episodes of active and progressing TMA caused by aHUS;e) Exclusion of alternative causes of TMA;f) History of renal or other organ transplant (if any);g) Any other matters considered relevant by the prescriber.In cases where there are discordant results (for example, an equivocal biopsy result in the absence of objective evidence of haemolysis) the cover letter should articulate the prescriber's interpretation of the clinical data and how a diagnosis of aHUS is supported by the available evidence.
19805	The Authority application should include the results of screening for genetic mutations known to confer a high risk of developing aHUS. The results of genetic screening should be provided whether or not a high-risk mutation has been identified.
19808	WARNING: Eculizumab increases the risk of meningococcal infections (septicaemia and/or meningitis).Please consult the approved PI for information about vaccination against meningococcal infection.
19809	For copies of the ACQ, please contact GlaxoSmithKline Medical Information on 1800 033 109.
19829	All applications should be accompanied by a detailed letter that outlines the objective evidence of high risk of critical organ damage if aHUS recurs. The following evidence may be submitted to establish the patient's level of risk of aHUS recurrence in the short term in the absence of continued treatment with eculizumab:a) Evidence of a mutation known to confer a high risk of aHUS recurrence;b) Past history of recurrent episodes of active and progressive TMA due to aHUS, prior to the episode that led to current use of eculizumab;c) Past family history of aHUS recurrence, especially in first-degree relatives;d) Past history of recurrent aHUS following renal transplant for end-stage renal failure due to aHUS.
19891	For copies of the ACQ and the calculation sheets please contact Novartis Medical Information on 1800 671 203 or medinfo.phauno@novartis.com
19896	At the time of authority application, medical practitioners must request the appropriate number of vials to provide sufficient drug for four weeks of treatment, according to the specified dosage in the approved Product Information (PI).Applications for treatment with this drug where the dose and dosing frequency exceeds that specified in the approved PI will not be approved.
19897	At the time of authority application, medical practitioners must request the appropriate number of vials to provide sufficient drug for 4 weeks and up to 4 repeats, according to the specified dosage in the approved Product Information (PI).Applications for treatment with this drug where the dose and dosing frequency exceeds that specified in the approved PI will not be approved.
19898	At the time of authority application, medical practitioners must request the appropriate number of vials to provide sufficient drug for 4 weeks and up to 6 repeats, according to the specified dosage in the approved Product Information (PI).Applications for treatment with this drug where the dose and dosing frequency exceeds that specified in the approved PI will not be approved.
19899	At the time of authority application, medical practitioners must request the appropriate number of vials to provide sufficient drug for 4 weeks and up to 5 repeats, according to the specified dosage in the approved Product Information (PI).Applications for treatment with this drug where the dose and dosing frequency exceeds that specified in the approved PI will not be approved.
19946	Applications for authorisation under this criterion may be made by telephone by contacting the Department of Human Services on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday).Prescribing information (including Authority Application forms and other relevant documentation as applicable) is available on the Department of Human Services website at www.humanservices.gov.au
19949	Citrulline with carbohydrate is not indicated for the treatment of arginase deficiency and other inborn errors of protein metabolism.
19951	The panic disorder must not be attributable to some known organic factor.
20056	The following information applies to the prescribing under the Pharmaceutical Benefits Scheme (PBS) of tyrosine kinase inhibitors (TKI) agents for all phases of chronic myeloid leukaemia. Where the term TKI agent appears in the following notes and restrictions it refers to dasatinib or nilotinib. Imatinib mesilate is not approved for use in second or third line treatment.Patients are eligible for PBS-subsidised treatment with only one of dasatinib or nilotinib at any one time and must not be receiving concomitant interferon alfa therapy. Eligible patients may only swap between these agents if they have not failed prior PBS-subsidised treatment with that agent.Nilotinib is not approved for patients in blast crisis.1. Initial second line treatmentFrom 1 April 2012, under the PBS, a patient will be able to be prescribed either dasatinib or nilotinib within the initial 18 month treatment period as second-line therapy, as long as only one agent is approved at a time and providing the patient did not fail that drug as first-line therapy.During the initial 18 month treatment period, switching between approved second-line agents may only occur for reasons of intolerance, not failure of response.2. Initial third line treatmentThird-line treatment with a TKI can only be approved when imatinib is used for first-line treatment. Patients will only be approved for PBS-subsidised treatment with one third-line agent.From 1 April 2012, under the PBS, a patient will be able to be prescribed either dasatinib or nilotinib providing the patient did not fail that drug as first or second line therapy and for nilotinib the patient is not in blast crisis.3. Continuing treatment for second and third line treatmentAll continuing applications are to be written and must include a pathology report demonstrating the patient has responded to PBS-subsidised treatment as follows:(i) within 18 months of the commencement of treatment, at which time patients in whom a major cytogenetic response or peripheral blood BCR-ABL level of less than 1% has been demonstrated may receive authorisation for a further 12 months of treatment; and(ii) at no greater than 12 month intervals thereafter, to demonstrate that the major cytogenetic response or peripheral blood BCR-ABL level of less than 1% has been sustained.During second line continuing treatment beyond the initial 18 month treatment period, switching between approved second line TKI agents may only occur for reason of intolerance. Where there is failure of response, switching may only occur through application for prescription of a third line agent.4. Authority approval requirements.Response criteria to initial treatment with dasatinib or nilotinib:For the purposes of assessing response to PBS-subsidised treatment with dasatinib or nilotinib, either cytogenetic analysis indicating the number of Philadelphia positive [t (9;22)] cells in the bone marrow measured by standard karyotyping, or quantitative PCR indicating the relative level of BCR-ABL transcript in the peripheral blood using the international scale, must be submitted. For bone marrow analyses, where the standard karyotyping is not informative for technical reasons, a cytogenetic analysis performed on the bone marrow by the use of fluorescence in situ hybridisation (FISH) with BCR-ABL specific probe must be submitted. The cytogenetic or peripheral blood quantitative PCR analyses must be submitted within 18 months of the commencement of treatment with dasatinib or nilotinib (patients in whom a major cytogenetic response or peripheral blood BCR-ABL level of less than 1% is demonstrable by 18 months are eligible to receive continuing treatment with that agent).5. Definitions of response.A major cytogenetic response is defined as less than 35% Philadelphia positive bone marrow cells.A peripheral blood BCR-ABL level of less than 1% on the international scale (Blood 108: 28-37, 2006) also indicates a response, at least the biological equivalent of a major cytogenetic response.6. Definitions of loss of response.Loss of a previously documented major cytogenetic response (demonstrated by the presence of greater than 35% Ph positive cells on bone marrow biopsy), during ongoing tyrosine kinase inhibitor (TKI) therapy.Loss of a previously demonstrated molecular response (demonstrated by peripheral blood BCR-ABL levels increasing consecutively in value by at least 5 fold to a level of greater than 0.1% confirmed on a subsequent test), during ongoing tyrosine kinase inhibitor therapy.
20096	Authority applications for second and subsequent continuing treatment may be requested by telephone by contacting the Department of Human Services on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday).
20147	Applications for authorisation under this criterion may be made by telephone by contacting the Department of Human Services on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday).
20188	Authority approval for sufficient therapy to complete a maximum of 22 weeks of treatment may be requested by telephone by contacting the Department of Human Services on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday).
20371	Pharmaceutical benefits that have a 30 x 2 pack size and a 20 x 3 pack size are equivalent for the purposes of substitution.
20383	A patient who has had progressive disease when treated with this drug is no longer eligible for PBS-subsidised treatment with this drug.
20473	A complete remission is defined as bone marrow blasts of less than or equal to 5%, no evidence of disease and a full recovery of peripheral blood counts with platelets of greater than 100,000 per microliter, and absolute neutrophil count (ANC) of greater than 1,000 per microliter.
20474	A complete remission with partial haematological recovery is defined as bone marrow blasts of less than or equal to 5%, no evidence of disease and a partial recovery of peripheral blood counts with platelets of greater than 50,000 per microliter, and absolute neutrophil count (ANC) of greater than 500 per microliter.
20475	Patients who fail to demonstrate a response to PBS-subsidised treatment with this agent at the time when an assessment is required must cease PBS-subsidised therapy with this agent.
20554	An increase in maximum number of repeats of up to 2 will be allowed for completion of consolidation therapy.
20555	No increase in the maximum number of repeats will be authorised for completion of induction therapy.
20612	Pharmaceutical benefits that have the forms docetaxel solution concentrate for I.V. infusion 80 mg in 4 mL and docetaxel solution concentrate for I.V. infusion 80 mg in 8 mL are equivalent for the purposes of substitution.
20619	Dasatinib will only be subsidised for patients with acute lymphoblastic leukaemia who are not receiving concomitant PBS-subsidised imatinib mesilate and who are not appropriate for an allogeneic haemopoietic stem cell transplant.
20652	Applications for treatment with this drug where the dosing frequency exceeds 40 mg per fortnight will not be approved.
20995	Pharmaceutical benefits that have the forms tenofovir disoproxil phosphate 291 mg tablet, tenofovir disoproxil maleate 300 mg tablet, and tenofovir disoproxil fumarate 300 mg tablet are equivalent for the purposes of substitution.
20996	Pharmaceutical benefits that have the forms tenofovir disoproxil phosphate 291 mg with emtricitabine 200 mg tablet, tenofovir disoproxil maleate 300 mg with emtricitabine 200 mg tablet, and tenofovir disoproxil fumarate 300 mg with emtricitabine 200 mg tablet are equivalent for the purposes of substitution.
21093	Phlexy-Vits must only be used under strict supervision of a dietician and a paediatrician.
21101	A risk/benefit analysis prior to treatment, and continuous patient monitoring from a health care professional is required for the use of this product, for this indication.
21154	Increase in the maximum quantity or number of units up to 4 may be authorised for the purpose of weight-based loading dose.
21166	Increase in the maximum quantity or number of units up to 4 may be authorised for the purpose of weight-based loading dose.
21169	Increase in the maximum number of repeats of up to 2 may be authorised in patients whose dosing frequency is every 8 weeks.
21221	OxyContin and Novacodone modified release tablets are intended to be crush-deterrent and to reduce the rapid release of oxycodone upon accidental or intentional misuse.
21265	Pharmaceutical benefits that have the forms docetaxel solution concentrate for I.V. infusion 160 mg in 8 mL and docetaxel solution concentrate for I.V. infusion 160 mg in 16 mL are equivalent for the purposes of substitution.
21302	Biosimilar prescribing policy Prescribing of the biosimilar brand Brenzys is encouraged for treatment naive patients.Encouraging biosimilar prescribing for treatment naive patients is Government policy. A viable biosimilar market is expected to result in reduced costs for biological medicines, allowing the Government to reinvest in new treatments. Further information can be found on the Biosimilar Awareness Initiative webpage (www.health.gov.au/biosimilars).
21431	Authority approvals will be limited to a maximum quantity of 2 auto-injectors at any one time.
21501	No increase in the maximum amount or number of units may be authorised.
21554	Pharmaceutical benefits that have the form tablet containing abacavir 600 mg (as sulfate) with lamivudine 300 mg and pharmaceutical benefits that have the form tablet containing abacavir 600 mg (as hydrochloride) with lamivudine 300 mg are equivalent for the purposes of substitution.
21739	This drug is not PBS-subsidised for use as monotherapy or in combination with a thiazolidinedione (glitazone), or a glucagon-like peptide-1.
21748	This fixed dose combination is not PBS-subsidised for use as initial therapy or in combination with a thiazolidinedione (glitazone) or a glucagon-like peptide-1.
21817	Pharmaceutical benefits that have the brand DuoResp Spiromax 200/6 powder for inhalation, 120 actuations and pharmaceutical benefits that have the brand Symbicort Turbuhaler 200/6 powder for inhalation, 120 actuations are equivalent for the purposes of substitution.
21821	The treatment must not be used in combination with LABA monotherapy or LAMA/LABA combination therapy.
21822	A LABA includes olodaterol, indacaterol, salmeterol, formoterol or vilanterol.
21823	A LAMA/LABA includes aclidinium/formoterol, glycopyrronium/indacaterol, tiotropium/olodaterol, or umeclidinium/vilanterol.
21824	Diagnosis of COPD should include measurement of airflow obstruction using spirometry, with confirmation of post-bronchodilator airflow obstruction.
21825	Adherence to current treatment and device (inhaler) technique should be reviewed at each clinical visit and before "stepping up" a patient's medication regimen.
21851	This drug is not PBS-subsidised for use as monotherapy or in combination with a thiazolidinedione (glitazone), or a glucagon-like peptide-1 analogue.
21852	PBS-subsidised dual oral therapy does not include combination use of:a gliptin with an SGLT2 inhibitor; ora gliptin with a glitazone; oran SGLT2 inhibitor with a glitazone.
21855	This drug is not PBS-subsidised for use as monotherapy or in combination with a thiazolidinedione (glitazone), insulin or a glucagon-like peptide-1 analogue.
21858	This fixed dose combination is not PBS-subsidised for initiating dual oral combination treatment or in combination with a thiazolidinedione (glitazone), insulin, a glucagon-like peptide-1 analogue, another dipeptidyl peptidase 4 inhibitor (gliptin), or another SGLT2 inhibitor.
21859	This fixed dose combination is not PBS-subsidised for use as a sole therapy or in combination with a thiazolidinedione (glitazone), a glucagon-like peptide-1 analogue, an insulin, another dipeptidyl peptidase 4 inhibitor (gliptin), or another SGLT2 inhibitor.
21881	This fixed dose combination is not PBS-subsidised for initiating dual oral combination treatment or in combination with a thiazolidinedione (glitazone), a glucagon-like peptide-1 analogue, or another SGLT2 inhibitor.
21882	This fixed dose combination is not PBS-subsidised for initiating dual oral combination treatment or in combination with a thiazolidinedione (glitazone), a glucagon-like peptide-1 analogue, or another dipeptidyl peptidase 4 inhibitor (gliptin).
21957	This fixed dose combination is not PBS-subsidised for use as initial therapy or in combination with a thiazolidinedione (glitazone), insulin or a glucagon-like peptide-1.
21971	The in-use shelf life of Novatears is 6 months from the date of opening.
21974	Formal assessment and correction of inhaler technique should be performed in accordance with the COPD-X Plan (available at http://copdx.org.au/); the assessment and adherence to correct technique should be documented in the patient's medical records.
21976	The treatment must not be used in combination with an ICS/LABA, LABA/LAMA or LAMA, LABA or ICS monotherapy.
21977	An ICS includes fluticasone propionate, fluticasone furoate, budesonide, beclometasone or ciclesonide.
21984	Pharmaceutical benefits that have the form lincomycin 600 mg/2 mL injection, 5 x 2 mL vials and pharmaceutical benefits that have the form lincomycin 600 mg/2 mL injection, 5 x 2 mL ampoules are equivalent for the purposes of substitution.
22058	TREATMENT OF PAEDIATRIC PATIENTS WITH UNCONTROLLED SEVERE ALLERGIC ASTHMAPatients are eligible to commence an 'omalizumab treatment cycle' (initial treatment course with or without continuing treatment course/s) if they satisfy the eligibility criteria as detailed under the initial treatment restriction.Once a patient has either failed to achieve or maintain a response to omalizumab, they are deemed to have completed a treatment cycle and they must have, at a minimum, a 6 month break in PBS-subsidised omalizumab therapy before they are eligible to commence the next cycle. The length of a treatment break is measured from the date the most recent treatment with PBS-subsidised omalizumab treatment is stopped to the date of the first application for initial treatment with omalizumab under the new treatment cycle.There is no limit to the number of treatment cycles a patient may undertake in their lifetime.(1) How to prescribe PBS-subsidised omalizumab therapy.(a) Initial treatment:Applications for initial treatment should be made where a patient has received no prior PBS-subsidised omalizumab treatment in this treatment cycle and wishes to commence such therapy.All applications for initial treatment will be limited to provide for a maximum of 28 weeks of therapy for omalizumab.(b) Continuing treatment:Following the completion of the initial treatment course with omalizumab, a patient may qualify to receive up to a further 24 weeks of continuing treatment with omalizumab providing they have demonstrated an adequate response to treatment. The patient remains eligible to receive continuing omalizumab treatment in courses of up to 24 weeks providing they continue to sustain the response.(2) Baseline measurements to determine response:The Department of Human Services will determine whether a response to treatment has been demonstrated based on the baseline measurements of the Asthma Control Questionnaire (ACQ; 5 item version) or ACQ-IA, systemic corticosteroid dose and time-adjusted exacerbation rate, submitted with the Initial authority application for omalizumab. However, prescribers may provide new baseline measurements when a new Initial treatment authority application is submitted and The Department of Human Services will assess response according to these revised baseline measurements.(3) Re-commencement of treatment after a 6 month break in PBS-subsidised therapy:A patient who wishes to trial a second or subsequent treatment cycle following a break in PBS-subsidised omalizumab therapy of at least 6 months, must re-qualify for initial treatment with respect to the indices of disease severity (systemic corticosteroid dose, Asthma Control Questionnaire (ACQ-5) score or ACQ-IA, and relevant exacerbation history). Patients must have received optimised standard therapy, at adequate doses and for the minimum period specified, immediately prior to the time the new baseline assessments are performed.(4) Monitoring of patients:Anaphylaxis and anaphylactoid reactions have been reported following first or subsequent administration of omalizumab (see Product Information). Patients should be monitored post-injection, and medications for the treatment of anaphylactic reactions should be available for immediate use following administration of omalizumab. Patients should be informed that such reactions are possible and prompt medical attention should be sought if allergic reactions occur.
22064	This product is not PBS-subsidised for the treatment of asthma or the initiation of bronchodilator therapy in COPD.
22065	Authority approval for sufficient therapy to complete a maximum of 28 weeks of treatment under the initial restriction or 24 weeks of treatment under the continuing restriction may be requested by telephone by contacting the Department of Human Services on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday).
22081	This drug is not PBS-subsidised for use as monotherapy or in combination with a dipeptidyl peptidase 4 inhibitor (gliptin), a thiazolidinedione (glitazone), an SGLT2 inhibitor, an insulin or a sulfonylurea as dual therapy.
22133	Pharmaceutical benefits that have the brand DuoResp Spiromax 400/12 powder for inhalation, 2 x 60 actuations and pharmaceutical benefits that have the brand Symbicort Turbuhaler 400/12 powder for inhalation, 2 x 60 actuations are equivalent for the purposes of substitution.
22191	If the wound has not healed during this period, further use is to be discontinued after initial pack, no repeats. Where wounds remain unresponsive to standard treatment, patient should be referred on to a specialist.
22216	Biosimilar preferred prescribing policyPrescribing of the biosimilar brand Inflectra or Renflexis is encouraged for treatment naive patients.
22217	Encouraging biosimilar prescribing for treatment naive patients is Government policy. A viable biosimilar market is expected to result in reduced costs for biological medicines, allowing the Government to reinvest in new treatments. Further information can be found on the Biosimilar Awareness Initiative webpage (www.health.gov.au/biosimilars).
22271	Biosimilar prescribing policy Prescribing of the biosimilar brand, Bemfola, is encouraged for treatment naive patients.Encouraging biosimilar prescribing for treatment naive patients is Government policy. A viable biosimilar market is expected to result in reduced costs for biological medicines, allowing the Government to reinvest in new treatments. Further information can be found on the Biosimilar Awareness Initiative webpage (www.health.gov.au/biosimilars).
22274	The treatment must not be used in combination with an ICS/LABA, LAMA, LABA, or SAMA
22275	A SAMA includes ipratropium
22278	Patients receiving clozapine under the PBS listing must be registered in the clozapine patient monitoring program relevant for the brand of clozapine being prescribed and dispensed: Pfizer ClopineCentral.
22291	The treatment must not be used in combination with a LAMA/LABA or SAMA
22292	The treatment must not be used in combination with an ICS/LABA, or LAMA/LABA
22293	An ICS/LABA includes budesonide/formoterol, fluticasone/salmeterol, or fluticasone/vilanterol
22301	This product is not indicated for the initiation of treatment in asthma
22302	The patient must not be on a concomitant single agent long-acting-beta-2-agonist (LABA)
22326	Pharmaceutical benefits that have the forms baclofen 10 mg/5 mL intrathecal injection, 5 mL ampoule, baclofen 10 mg/5 mL intrathecal injection, 5 x 5 mL ampoules and baclofen 10 mg/5 mL intrathecal injection, 10 x 5 mL ampoules are equivalent for the purposes of substitution.
22339	It is recommended that an application for the first continuing treatment is submitted to the Department of Human Services at the time of the 12 week assessment, to ensure continuity of treatment for those patients who meet the first continuing treatment criteria for PBS-subsidised treatment with this drug.
22372	The in-use shelf life of Evolve carmellose 0.5% and Evolve hypromellose 0.3% is 3 months from the date of opening.
22404	Authority applications for increased repeats up to a maximum of 5 may be authorised for patients requiring dose optimisation for this condition not adequately provided by other strengths of this drug.
22470	Not for use in vulvovaginal candida infections.
22506	The Australian Absolute Cardiovascular Disease Risk Calculator is available at www.cvdcheck.org.au
22551	An acute event may be a clinical or external event that leads to upper motor neuron lesions resulting in spasticity for example stroke, traumatic brain injury, spinal cord injury, infection or hypoxia.
22579	For copies of the ACQ, please contact AstraZeneca Medical Information on 1800 805 342.
22705	Patient must be aged 18 years or older.
22706	Patient must be aged 12 years or over.
22741	Managed Access Program:This medicine has been listed on the PBS via a Managed Access Program (MAP). The Pharmaceutical Benefits Advisory Committee (PBAC) made its recommendation on the basis of 24 weeks of data in children aged 6 - 11 years and 96 weeks of data in patients aged 12 years and over. Information about the long term benefits of this medicine will be collected and analysed under this MAP.For more information on Managed Access Programs, please visit http://www.pbs.gov.au/info/industry/listing/elements/pbac-meetings/pbac-outcomes/2015-03/march-2015-other-matters-managed-access-programme-framewk.
22905	Following completion of the initial PBS subsidised course, further applications for treatment will be assessed under the continuing treatment restriction.
22951	Pharmaceutical benefits that have the form methotrexate Injection 7.5 mg/0.15 mL pre-filled syringe and pharmaceutical benefits that have the form methotrexate Injection 7.5 mg/0.3 mL pre-filled syringe are equivalent for the purposes of substitution.
22952	Pharmaceutical benefits that have the form methotrexate Injection 10 mg/0.2 mL pre-filled syringe and pharmaceutical benefits that have the form methotrexate Injection 10 mg/0.4 mL pre-filled syringe are equivalent for the purposes of substitution.
22953	Pharmaceutical benefits that have the form methotrexate Injection 15 mg/0.3 mL pre-filled syringe and pharmaceutical benefits that have the form methotrexate Injection 15 mg/0.6 mL pre-filled syringe are equivalent for the purposes of substitution.
22954	Pharmaceutical benefits that have the form methotrexate Injection 20 mg/0.4 mL pre-filled syringe and pharmaceutical benefits that have the form methotrexate Injection 20 mg/0.8 mL pre-filled syringe are equivalent for the purposes of substitution.
22955	Pharmaceutical benefits that have the form methotrexate Injection 25 mg/0.5 mL pre-filled syringe and pharmaceutical benefits that have the form methotrexate Injection 25 mg/mL pre-filled syringe are equivalent for the purposes of substitution.
23025	Pharmaceutical benefits that have form pack size clonazepam 500 microgram tablet, 100 and clonazepam 500 microgram tablet, 50 are equivalent for the purposes of substitution.
23091	Biosimilar prescribing policy Prescribing of the biosimilar brand, Semglee, is encouraged for treatment naive patients.Encouraging biosimilar prescribing for treatment naive patients is Government policy. A viable biosimilar market is expected to result in reduced costs for biological medicines, allowing the Government to reinvest in new treatments. Further information can be found on the Biosimilar Awareness Initiative webpage (www.health.gov.au/biosimilars).
23145	This drug is not PBS-subsidised for use as monotherapy or in combination with a thiazolidinedione (glitazone), insulin or a glucagon-like peptide-1.
23191	Interruption of treatment should be considered if serum ferritin levels fall consistently below 500 microgram/mL.
23291	Pharmaceutical benefits that have form pack size isotretinoin 20 mg capsule, 60 and isotretinoin 20 mg capsule, 30 are equivalent for the purposes of substitution.
23690	The level of iron in this product is below the recommended daily intake (RDI) for infants and should be supplemented by other sources where appropriate.
23717	Check patient adherence to lower dose proton pump inhibitor before "stepping-up" therapy.
23718	Standard dose proton pump inhibitors are appropriate step-down therapy from high dose proton pump inhibitors.
23729	Low dose proton pump inhibitors are appropriate step-down therapy from standard dose proton pump inhibitors.
23730	A low dose proton pump inhibitor includes: lansoprazole 15mg, omeprazole 10mg, pantoprazole 20mg and rabeprazole 10mg.
23751	Pharmaceutical benefits that have the form atazanavir 300 mg capsule, 30 and pharmaceutical benefits that have the form atazanavir 300 mg capsule, 60 are equivalent for the purposes of substitution.
23761	This drug is not PBS-subsidised when used in combination with PBS-subsidised dexamfetamine sulfate or modafinil.
23767	This drug is not PBS-subsidised when used in combination with PBS-subsidised dexamfetamine sulfate or armodafinil.
23791	Pharmaceutical benefits that have the forms filgrastim 300 microgram/0.5 mL injection, 10 x 0.5 mL syringes and filgrastim 300 microgram/0.5 mL injection, 5 x 0.5 mL syringes and filgrastim 300 microgram/mL injection, 10 x 1 mL vials are equivalent for the purposes of substitution.
